# This csv contains the original filenames for STED images given as .lif files.
# These images are ordered by integers given as image_list_index.
# From these lif-files the pixel_sizes are read, and they are split into different images according to the id_scene.
# Then those images are segmented; where each nuclei is saved in a separte file given by segmented_filename
# and ordered by zslice_index (starting at 0 and increasing by 1 for each slice in the same image).
# Finally, label shows if it is a ES or NS cell. 
# The type column is always STED (and thus redundant but still included).
image_list_index,type,label,original_filename,zslice_index,id_scene,pixel_size_z,pixel_size_x,pixel_size_y,segmented_filename
13,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,0,20Regions/P 12,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_13_0.npz
13,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,1,20Regions/P 12,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_13_1.npz
13,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,2,20Regions/P 12,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_13_2.npz
13,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,3,20Regions/P 12,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_13_3.npz
13,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,4,20Regions/P 12,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_13_4.npz
13,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,5,20Regions/P 12,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_13_5.npz
14,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,0,20Regions/P 20,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_14_0.npz
14,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,1,20Regions/P 20,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_14_1.npz
15,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,0,20Regions/P 19,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_15_0.npz
15,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,1,20Regions/P 19,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_15_1.npz
16,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,0,20Regions/P 16,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_16_0.npz
16,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,1,20Regions/P 16,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_16_1.npz
16,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,2,20Regions/P 16,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_16_2.npz
17,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,0,20Regions/P 13,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_17_0.npz
17,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,1,20Regions/P 13,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_17_1.npz
17,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,2,20Regions/P 13,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_17_2.npz
18,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,0,20Regions/P 11,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_18_0.npz
18,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,1,20Regions/P 11,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_18_1.npz
18,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,2,20Regions/P 11,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_18_2.npz
18,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,3,20Regions/P 11,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_18_3.npz
19,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,0,20Regions/P 15,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_19_0.npz
19,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,1,20Regions/P 15,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_19_1.npz
19,STED,ES,CTCF_STED_WT-ES-2i_A1_June2024.lif,2,20Regions/P 15,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_19_2.npz
20,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 3,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_20_0.npz
20,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 3,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_20_1.npz
20,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 3,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_20_2.npz
20,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,3,TileScan 1/P 3,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_20_3.npz
20,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,4,TileScan 1/P 3,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_20_4.npz
21,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 16,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_21_0.npz
21,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 16,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_21_1.npz
21,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 16,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_21_2.npz
21,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,3,TileScan 1/P 16,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_21_3.npz
22,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 2,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_22_0.npz
22,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 2,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_22_1.npz
22,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 2,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_22_2.npz
23,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 4,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_23_0.npz
23,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 4,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_23_1.npz
23,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 4,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_23_2.npz
23,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,3,TileScan 1/P 4,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_23_3.npz
23,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,4,TileScan 1/P 4,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_23_4.npz
23,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,5,TileScan 1/P 4,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_23_5.npz
23,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,6,TileScan 1/P 4,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_23_6.npz
24,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 17,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_24_0.npz
24,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 17,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_24_1.npz
24,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 17,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_24_2.npz
25,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 1,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_25_0.npz
25,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 1,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_25_1.npz
25,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 1,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_25_2.npz
25,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,3,TileScan 1/P 1,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_25_3.npz
25,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,4,TileScan 1/P 1,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_25_4.npz
26,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 14,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_26_0.npz
26,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 14,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_26_1.npz
27,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 5,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_27_0.npz
27,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 5,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_27_1.npz
27,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 5,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_27_2.npz
28,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 15,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_28_0.npz
28,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 15,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_28_1.npz
28,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 15,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_28_2.npz
28,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,3,TileScan 1/P 15,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_28_3.npz
28,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,4,TileScan 1/P 15,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_28_4.npz
28,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,5,TileScan 1/P 15,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_28_5.npz
28,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,6,TileScan 1/P 15,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_28_6.npz
29,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 6,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_29_0.npz
29,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 6,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_29_1.npz
29,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 6,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_29_2.npz
29,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,3,TileScan 1/P 6,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_29_3.npz
30,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 9,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_30_0.npz
30,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 9,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_30_1.npz
30,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 9,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_30_2.npz
30,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,3,TileScan 1/P 9,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_30_3.npz
30,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,4,TileScan 1/P 9,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_30_4.npz
30,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,5,TileScan 1/P 9,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_30_5.npz
31,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 7,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_31_0.npz
31,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 7,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_31_1.npz
31,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 7,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_31_2.npz
31,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,3,TileScan 1/P 7,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_31_3.npz
32,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 10,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_32_0.npz
32,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 10,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_32_1.npz
32,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 10,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_32_2.npz
32,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,3,TileScan 1/P 10,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_32_3.npz
32,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,4,TileScan 1/P 10,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_32_4.npz
33,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 8,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_33_0.npz
33,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 8,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_33_1.npz
33,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 8,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_33_2.npz
33,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,3,TileScan 1/P 8,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_33_3.npz
34,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 19,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_34_0.npz
34,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 19,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_34_1.npz
34,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 19,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_34_2.npz
34,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,3,TileScan 1/P 19,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_34_3.npz
34,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,4,TileScan 1/P 19,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_34_4.npz
35,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 18,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_35_0.npz
35,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 18,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_35_1.npz
35,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 18,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_35_2.npz
35,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,3,TileScan 1/P 18,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_35_3.npz
35,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,4,TileScan 1/P 18,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_35_4.npz
36,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 11,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_36_0.npz
36,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 11,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_36_1.npz
36,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 11,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_36_2.npz
36,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,3,TileScan 1/P 11,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_36_3.npz
37,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 13,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_37_0.npz
37,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 13,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_37_1.npz
37,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,2,TileScan 1/P 13,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_37_2.npz
37,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,3,TileScan 1/P 13,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_37_3.npz
38,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 20,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_38_0.npz
38,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,1,TileScan 1/P 20,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_38_1.npz
39,STED,ES,CTCF_STED_WT-ES-2i_A2_June2024.lif,0,TileScan 1/P 12,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_39_0.npz
40,STED,ES,CTCF_STED_WT-ES-2i_A3_June2024.lif,0,TileScan 1/P 3,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_40_0.npz
40,STED,ES,CTCF_STED_WT-ES-2i_A3_June2024.lif,1,TileScan 1/P 3,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_40_1.npz
40,STED,ES,CTCF_STED_WT-ES-2i_A3_June2024.lif,2,TileScan 1/P 3,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_40_2.npz
40,STED,ES,CTCF_STED_WT-ES-2i_A3_June2024.lif,3,TileScan 1/P 3,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_40_3.npz
40,STED,ES,CTCF_STED_WT-ES-2i_A3_June2024.lif,4,TileScan 1/P 3,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_40_4.npz
41,STED,ES,CTCF_STED_WT-ES-2i_A3_June2024.lif,0,TileScan 1/P 14,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_41_0.npz
41,STED,ES,CTCF_STED_WT-ES-2i_A3_June2024.lif,1,TileScan 1/P 14,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_41_1.npz
41,STED,ES,CTCF_STED_WT-ES-2i_A3_June2024.lif,2,TileScan 1/P 14,0.2141001111111111,0.0407298826979472,0.0407298826979472,mask_ES_41_2.npz
