labels_str,labels,id,microscope,filename
ES,0,166,sted,mask_ES_43_0.npz
ES,0,167,sted,mask_ES_43_1.npz
ES,0,168,sted,mask_ES_43_2.npz
ES,0,169,sted,mask_ES_43_3.npz
ES,0,170,sted,mask_ES_43_4.npz
ES,0,171,sted,mask_ES_43_5.npz
ES,0,172,sted,mask_ES_44_0.npz
ES,0,173,sted,mask_ES_44_1.npz
ES,0,174,sted,mask_ES_44_2.npz
ES,0,175,sted,mask_ES_44_3.npz
ES,0,176,sted,mask_ES_44_4.npz
ES,0,177,sted,mask_ES_44_5.npz
ES,0,178,sted,mask_ES_44_6.npz
ES,0,179,sted,mask_ES_44_7.npz
ES,0,180,sted,mask_ES_44_8.npz
ES,0,181,sted,mask_ES_44_9.npz
ES,0,182,sted,mask_ES_45_0.npz
ES,0,183,sted,mask_ES_45_1.npz
ES,0,184,sted,mask_ES_45_2.npz
ES,0,185,sted,mask_ES_45_3.npz
ES,0,186,sted,mask_ES_46_0.npz
ES,0,187,sted,mask_ES_46_1.npz
ES,0,188,sted,mask_ES_46_2.npz
ES,0,189,sted,mask_ES_46_3.npz
ES,0,190,sted,mask_ES_46_4.npz
ES,0,191,sted,mask_ES_47_0.npz
ES,0,192,sted,mask_ES_47_1.npz
ES,0,193,sted,mask_ES_47_2.npz
ES,0,194,sted,mask_ES_47_3.npz
ES,0,195,sted,mask_ES_47_4.npz
ES,0,196,sted,mask_ES_48_0.npz
ES,0,197,sted,mask_ES_48_1.npz
ES,0,198,sted,mask_ES_48_2.npz
ES,0,199,sted,mask_ES_48_3.npz
ES,0,200,sted,mask_ES_48_4.npz
ES,0,201,sted,mask_ES_48_5.npz
ES,0,202,sted,mask_ES_49_0.npz
ES,0,203,sted,mask_ES_49_1.npz
ES,0,204,sted,mask_ES_49_2.npz
ES,0,205,sted,mask_ES_49_3.npz
ES,0,206,sted,mask_ES_49_4.npz
ES,0,207,sted,mask_ES_49_5.npz
ES,0,208,sted,mask_ES_50_0.npz
ES,0,209,sted,mask_ES_50_1.npz
ES,0,210,sted,mask_ES_50_2.npz
ES,0,211,sted,mask_ES_50_3.npz
ES,0,212,sted,mask_ES_50_4.npz
ES,0,213,sted,mask_ES_50_5.npz
ES,0,214,sted,mask_ES_50_6.npz
ES,0,215,sted,mask_ES_51_0.npz
ES,0,216,sted,mask_ES_51_1.npz
ES,0,217,sted,mask_ES_51_2.npz
ES,0,218,sted,mask_ES_51_3.npz
ES,0,219,sted,mask_ES_51_4.npz
ES,0,220,sted,mask_ES_51_5.npz
ES,0,221,sted,mask_ES_51_6.npz
ES,0,222,sted,mask_ES_52_0.npz
ES,0,223,sted,mask_ES_52_1.npz
ES,0,224,sted,mask_ES_52_2.npz
ES,0,225,sted,mask_ES_53_0.npz
ES,0,226,sted,mask_ES_53_1.npz
ES,0,227,sted,mask_ES_53_2.npz
ES,0,228,sted,mask_ES_53_3.npz
ES,0,229,sted,mask_ES_53_4.npz
ES,0,230,sted,mask_ES_54_0.npz
ES,0,231,sted,mask_ES_54_1.npz
ES,0,232,sted,mask_ES_54_2.npz
ES,0,233,sted,mask_ES_54_3.npz
ES,0,234,sted,mask_ES_54_4.npz
ES,0,235,sted,mask_ES_54_5.npz
ES,0,236,sted,mask_ES_54_6.npz
ES,0,237,sted,mask_ES_54_7.npz
ES,0,238,sted,mask_ES_54_8.npz
ES,0,239,sted,mask_ES_55_0.npz
ES,0,240,sted,mask_ES_55_1.npz
ES,0,241,sted,mask_ES_55_2.npz
ES,0,242,sted,mask_ES_55_3.npz
ES,0,243,sted,mask_ES_55_4.npz
ES,0,244,sted,mask_ES_55_5.npz
ES,0,245,sted,mask_ES_55_6.npz
ES,0,246,sted,mask_ES_55_7.npz
ES,0,247,sted,mask_ES_56_0.npz
ES,0,248,sted,mask_ES_56_1.npz
ES,0,249,sted,mask_ES_56_2.npz
ES,0,250,sted,mask_ES_56_3.npz
ES,0,251,sted,mask_ES_56_4.npz
ES,0,252,sted,mask_ES_56_5.npz
ES,0,253,sted,mask_ES_56_6.npz
ES,0,254,sted,mask_ES_56_7.npz
ES,0,255,sted,mask_ES_57_0.npz
ES,0,256,sted,mask_ES_57_1.npz
ES,0,257,sted,mask_ES_57_2.npz
ES,0,258,sted,mask_ES_57_3.npz
ES,0,259,sted,mask_ES_57_4.npz
ES,0,260,sted,mask_ES_57_5.npz
ES,0,261,sted,mask_ES_58_0.npz
ES,0,262,sted,mask_ES_58_1.npz
ES,0,263,sted,mask_ES_58_2.npz
ES,0,264,sted,mask_ES_58_3.npz
ES,0,265,sted,mask_ES_59_0.npz
ES,0,266,sted,mask_ES_59_1.npz
ES,0,267,sted,mask_ES_59_2.npz
ES,0,268,sted,mask_ES_59_3.npz
NS,1,269,sted,mask_NS_60_0.npz
NS,1,270,sted,mask_NS_60_1.npz
NS,1,271,sted,mask_NS_61_0.npz
NS,1,272,sted,mask_NS_61_1.npz
NS,1,273,sted,mask_NS_61_2.npz
NS,1,274,sted,mask_NS_62_0.npz
NS,1,275,sted,mask_NS_62_1.npz
NS,1,276,sted,mask_NS_62_2.npz
NS,1,277,sted,mask_NS_62_3.npz
NS,1,278,sted,mask_NS_62_4.npz
NS,1,279,sted,mask_NS_63_0.npz
NS,1,280,sted,mask_NS_63_1.npz
NS,1,281,sted,mask_NS_63_2.npz
NS,1,282,sted,mask_NS_64_0.npz
NS,1,283,sted,mask_NS_64_1.npz
NS,1,284,sted,mask_NS_65_0.npz
NS,1,285,sted,mask_NS_65_1.npz
NS,1,286,sted,mask_NS_65_2.npz
NS,1,287,sted,mask_NS_65_3.npz
NS,1,288,sted,mask_NS_65_4.npz
NS,1,289,sted,mask_NS_65_5.npz
NS,1,290,sted,mask_NS_66_0.npz
NS,1,291,sted,mask_NS_66_1.npz
NS,1,292,sted,mask_NS_67_0.npz
NS,1,293,sted,mask_NS_67_1.npz
NS,1,294,sted,mask_NS_67_2.npz
NS,1,295,sted,mask_NS_67_3.npz
NS,1,296,sted,mask_NS_68_0.npz
NS,1,297,sted,mask_NS_68_1.npz
NS,1,298,sted,mask_NS_68_2.npz
NS,1,299,sted,mask_NS_68_3.npz
NS,1,300,sted,mask_NS_69_0.npz
NS,1,301,sted,mask_NS_69_1.npz
NS,1,302,sted,mask_NS_69_2.npz
NS,1,303,sted,mask_NS_69_3.npz
NS,1,304,sted,mask_NS_69_4.npz
NS,1,305,sted,mask_NS_70_0.npz
NS,1,306,sted,mask_NS_70_1.npz
NS,1,307,sted,mask_NS_71_0.npz
NS,1,308,sted,mask_NS_71_1.npz
NS,1,309,sted,mask_NS_71_2.npz
NS,1,310,sted,mask_NS_72_0.npz
NS,1,311,sted,mask_NS_72_1.npz
NS,1,312,sted,mask_NS_72_2.npz
NS,1,313,sted,mask_NS_72_3.npz
NS,1,314,sted,mask_NS_73_0.npz
NS,1,315,sted,mask_NS_73_1.npz
NS,1,316,sted,mask_NS_73_2.npz
NS,1,317,sted,mask_NS_74_0.npz
NS,1,318,sted,mask_NS_74_1.npz
NS,1,319,sted,mask_NS_75_0.npz
NS,1,320,sted,mask_NS_75_1.npz
NS,1,321,sted,mask_NS_75_2.npz
NS,1,322,sted,mask_NS_76_0.npz
NS,1,323,sted,mask_NS_76_1.npz
NS,1,324,sted,mask_NS_76_2.npz
NS,1,325,sted,mask_NS_77_0.npz
NS,1,326,sted,mask_NS_77_1.npz
NS,1,327,sted,mask_NS_77_2.npz
NS,1,328,sted,mask_NS_77_3.npz
NS,1,329,sted,mask_NS_77_4.npz
NS,1,330,sted,mask_NS_78_0.npz
NS,1,331,sted,mask_NS_79_0.npz
NS,1,332,sted,mask_NS_79_1.npz
NS,1,333,sted,mask_NS_79_2.npz
NS,1,334,sted,mask_NS_80_0.npz
NS,1,335,sted,mask_NS_80_1.npz
NS,1,336,sted,mask_NS_80_2.npz
NS,1,337,sted,mask_NS_81_0.npz
NS,1,338,sted,mask_NS_81_1.npz
NS,1,339,sted,mask_NS_81_2.npz
NS,1,340,sted,mask_NS_81_3.npz
NS,1,341,sted,mask_NS_82_0.npz
NS,1,342,sted,mask_NS_82_1.npz
NS,1,343,sted,mask_NS_82_2.npz
NS,1,344,sted,mask_NS_82_3.npz
NS,1,345,sted,mask_NS_83_0.npz
NS,1,346,sted,mask_NS_83_1.npz
NS,1,347,sted,mask_NS_83_2.npz
NS,1,348,sted,mask_NS_84_0.npz
NS,1,349,sted,mask_NS_84_1.npz
NS,1,350,sted,mask_NS_84_2.npz
NS,1,351,sted,mask_NS_85_0.npz
NS,1,352,sted,mask_NS_85_1.npz
NS,1,353,sted,mask_NS_85_2.npz
NS,1,354,sted,mask_NS_85_3.npz
NS,1,355,sted,mask_NS_85_4.npz
NS,1,356,sted,mask_NS_86_0.npz
NS,1,357,sted,mask_NS_86_1.npz
NS,1,358,sted,mask_NS_86_2.npz
NS,1,359,sted,mask_NS_86_3.npz
NS,1,360,sted,mask_NS_86_4.npz
NS,1,361,sted,mask_NS_87_0.npz
NS,1,362,sted,mask_NS_87_1.npz
NS,1,363,sted,mask_NS_87_2.npz
NS,1,364,sted,mask_NS_88_0.npz
NS,1,365,sted,mask_NS_88_1.npz
NS,1,366,sted,mask_NS_88_2.npz
NS,1,367,sted,mask_NS_88_3.npz
NS,1,368,sted,mask_NS_88_4.npz
NS,1,369,sted,mask_NS_89_0.npz
NS,1,370,sted,mask_NS_89_1.npz
NS,1,371,sted,mask_NS_89_2.npz
NS,1,372,sted,mask_NS_89_3.npz
NS,1,373,sted,mask_NS_89_4.npz
NS,1,374,sted,mask_NS_90_0.npz
NS,1,375,sted,mask_NS_90_1.npz
NS,1,376,sted,mask_NS_90_2.npz
NS,1,377,sted,mask_NS_90_3.npz
NS,1,378,sted,mask_NS_91_0.npz
NS,1,379,sted,mask_NS_91_1.npz
NS,1,380,sted,mask_NS_91_2.npz
NS,1,381,sted,mask_NS_91_3.npz
NS,1,382,sted,mask_NS_92_0.npz
NS,1,383,sted,mask_NS_92_1.npz
NS,1,384,sted,mask_NS_92_2.npz
NS,1,385,sted,mask_NS_93_0.npz
NS,1,386,sted,mask_NS_93_1.npz
NS,1,387,sted,mask_NS_93_2.npz
NS,1,388,sted,mask_NS_94_0.npz
NS,1,389,sted,mask_NS_94_1.npz
NS,1,390,sted,mask_NS_95_0.npz
NS,1,391,sted,mask_NS_95_1.npz
NS,1,392,sted,mask_NS_96_0.npz
NS,1,393,sted,mask_NS_96_1.npz
NS,1,394,sted,mask_NS_96_2.npz
NS,1,395,sted,mask_NS_97_0.npz
NS,1,396,sted,mask_NS_97_1.npz
NS,1,397,sted,mask_NS_97_2.npz
NS,1,398,sted,mask_NS_97_3.npz
NS,1,399,sted,mask_NS_98_0.npz
NS,1,400,sted,mask_NS_98_1.npz
NS,1,401,sted,mask_NS_99_0.npz
NS,1,402,sted,mask_NS_99_1.npz
NS,1,403,sted,mask_NS_99_2.npz
NS,1,404,sted,mask_NS_99_3.npz
NS,1,405,sted,mask_NS_99_4.npz
NS,1,406,sted,mask_NS_99_5.npz
NS,1,407,sted,mask_NS_100_0.npz
NS,1,408,sted,mask_NS_100_1.npz
NS,1,409,sted,mask_NS_100_2.npz
NS,1,410,sted,mask_NS_100_3.npz
NS,1,411,sted,mask_NS_101_0.npz
NS,1,412,sted,mask_NS_101_1.npz
NS,1,413,sted,mask_NS_101_2.npz
NS,1,414,sted,mask_NS_101_3.npz
NS,1,415,sted,mask_NS_102_0.npz
NS,1,416,sted,mask_NS_102_1.npz
NS,1,417,sted,mask_NS_103_0.npz
NS,1,418,sted,mask_NS_103_1.npz
NS,1,419,sted,mask_NS_103_2.npz
NS,1,420,sted,mask_NS_104_0.npz
NS,1,421,sted,mask_NS_104_1.npz
NS,1,422,sted,mask_NS_104_2.npz
NS,1,423,sted,mask_NS_105_0.npz
NS,1,424,sted,mask_NS_105_1.npz
NS,1,425,sted,mask_NS_105_2.npz
NS,1,426,sted,mask_NS_105_3.npz
NS,1,427,sted,mask_NS_106_0.npz
NS,1,428,sted,mask_NS_106_1.npz
NS,1,429,sted,mask_NS_106_2.npz
NS,1,430,sted,mask_NS_106_3.npz
NS,1,431,sted,mask_NS_106_4.npz
NS,1,432,sted,mask_NS_107_0.npz
NS,1,433,sted,mask_NS_107_1.npz
NS,1,434,sted,mask_NS_107_2.npz
NS,1,435,sted,mask_NS_107_3.npz
NS,1,436,sted,mask_NS_108_0.npz
NS,1,437,sted,mask_NS_108_1.npz
NS,1,438,sted,mask_NS_108_2.npz
NS,1,439,sted,mask_NS_108_3.npz
NS,1,440,sted,mask_NS_108_4.npz
NS,1,441,sted,mask_NS_109_0.npz
NS,1,442,sted,mask_NS_109_1.npz
NS,1,443,sted,mask_NS_109_2.npz
NS,1,444,sted,mask_NS_109_3.npz
NS,1,445,sted,mask_NS_109_4.npz
NS,1,446,sted,mask_NS_110_0.npz
NS,1,447,sted,mask_NS_110_1.npz
NS,1,448,sted,mask_NS_110_2.npz
NS,1,449,sted,mask_NS_111_0.npz
NS,1,450,sted,mask_NS_111_1.npz
NS,1,451,sted,mask_NS_111_2.npz
NS,1,452,sted,mask_NS_111_3.npz
NS,1,453,sted,mask_NS_112_0.npz
NS,1,454,sted,mask_NS_112_1.npz
NS,1,455,sted,mask_NS_112_2.npz
NS,1,456,sted,mask_NS_112_3.npz
NS,1,457,sted,mask_NS_113_0.npz
NS,1,458,sted,mask_NS_113_1.npz
NS,1,459,sted,mask_NS_113_2.npz
NS,1,460,sted,mask_NS_113_3.npz
NS,1,461,sted,mask_NS_113_4.npz
NS,1,462,sted,mask_NS_114_0.npz
NS,1,463,sted,mask_NS_114_1.npz
NS,1,464,sted,mask_NS_115_0.npz
NS,1,465,sted,mask_NS_115_1.npz
NS,1,466,sted,mask_NS_115_2.npz
NS,1,467,sted,mask_NS_116_0.npz
NS,1,468,sted,mask_NS_116_1.npz
NS,1,469,sted,mask_NS_116_2.npz
NS,1,470,sted,mask_NS_116_3.npz
NS,1,471,sted,mask_NS_116_4.npz
NS,1,472,sted,mask_NS_116_5.npz
NS,1,473,sted,mask_NS_117_0.npz
NS,1,474,sted,mask_NS_117_1.npz
NS,1,475,sted,mask_NS_117_2.npz
NS,1,476,sted,mask_NS_117_3.npz
NS,1,477,sted,mask_NS_117_4.npz
